currency_pair,open_date,position,trade_amount,result
CA/JP,2011-08-03,short,73.3235799428838,12.934286834282684
CA/AU,2011-08-03,short,119.28253142145479,-7.866682947244951
CA/AU,2011-08-04,short,115.73253142145481,-7.632560447244952
AU/JP,2011-08-04,short,77.7833222483534,18.850795925220662
CA/JP,2011-08-04,short,69.77357994288381,12.308066479282688
AU/SW,2011-08-04,short,77.26414209970109,27.45967610223376
JP/SW,2011-08-04,short,204.17865479671025,23.082376506902623
CA/SW,2011-08-04,short,82.44705214792971,23.864299244218245
JP/SW,2011-08-05,short,204.9686547967102,23.17168592790262
AU/SW,2011-08-05,short,78.85270297800315,28.024250638382316
CA/SW,2011-08-05,short,83.43705214792972,24.150854744218247
AU/JP,2011-08-05,short,77.56351345259604,18.797525241587987
CA/JP,2011-08-05,short,70.76357994288381,12.482702578282687
CA/AU,2011-08-05,short,116.72253142145482,-7.697850947244953
CA/JP,2011-08-08,short,72.1235799428838,12.722606714282684
JP/SW,2011-08-08,short,204.88865479671023,23.16264193590262
AU/SW,2011-08-08,short,80.88008273012042,28.744781402284794
CA/SW,2011-08-08,short,84.79705214792969,24.54450674421824
AU/JP,2011-08-08,short,79.63048589621948,19.298456219997373
CA/AU,2011-08-08,short,118.08253142145479,-7.787542947244951
CA/JP,2011-08-09,short,72.98357994288381,12.874310800282686
CA/AU,2011-08-09,short,118.94253142145482,-7.844259947244953
AU/JP,2011-08-09,short,87.12942550136198,21.115824983197616
JP/SW,2011-08-09,short,203.48865479671025,23.004372075902623
AU/SW,2011-08-09,short,88.29453560951333,31.379877955621033
CA/SW,2011-08-09,short,85.65705214792972,24.793433744218245
JP/SW,2011-08-10,short,202.94865479671023,22.943325129902618
AU/SW,2011-08-10,short,85.26388021614716,30.302783028818695
CA/SW,2011-08-10,short,86.2070521479297,24.952631244218242
AU/JP,2011-08-10,short,84.57427454408612,20.496583893186717
CA/JP,2011-08-10,short,73.5335799428838,12.971330855282686
CA/AU,2011-08-10,short,119.4925314214548,-7.880532447244952
CA/AU,2011-08-11,short,119.34253142145481,-7.870639947244952
CA/JP,2011-08-11,short,73.38357994288381,12.944870840282688
AU/JP,2011-08-11,short,78.29457384745355,18.974697801387745
CA/SW,2011-08-11,short,86.05705214792971,24.909213744218242
AU/SW,2011-08-11,short,79.71736793366634,28.33155256362501
JP/SW,2011-08-11,short,203.48865479671025,23.004372075902623
JP/SW,2011-08-12,short,204.14865479671022,23.078985009902617
AU/SW,2011-08-12,short,77.52867065399012,27.553689550428082
CA/SW,2011-08-12,short,86.1770521479297,24.943947744218242
AU/JP,2011-08-12,short,76.10457384745355,18.443951082387745
CA/JP,2011-08-12,short,73.5035799428838,12.966038852282685
CA/AU,2011-08-12,short,119.4625314214548,-7.878553947244952
CA/JP,2011-08-15,short,73.5335799428838,12.971330855282686
AU/JP,2011-08-15,short,74.86427454408613,18.14336442218672
CA/AU,2011-08-15,short,119.4925314214548,-7.880532447244952
AU/SW,2011-08-15,short,75.88227583566803,26.968560831996413
JP/SW,2011-08-15,short,205.2186547967102,23.199948402902617
CA/SW,2011-08-15,short,86.2070521479297,24.952631244218242
JP/SW,2011-08-16,short,205.91865479671023,23.27908333290262
AU/SW,2011-08-16,short,74.66128142340602,26.534619417878496
CA/SW,2011-08-16,short,86.2270521479297,24.95842024421824
AU/JP,2011-08-16,short,73.3194228901777,17.76896946937685
CA/JP,2011-08-16,short,73.5535799428838,12.974858857282685
CA/AU,2011-08-16,short,119.5125314214548,-7.8818514472449515
CA/JP,2011-08-17,short,74.00357994288382,13.054238902282687
AU/JP,2011-08-17,short,74.09563424231104,17.957084368187495
CA/AU,2011-08-17,short,119.96253142145481,-7.911528947244952
AU/SW,2011-08-17,short,75.61277183090809,26.87277910870473
JP/SW,2011-08-17,short,207.0286547967102,23.404568721902617
CA/SW,2011-08-17,short,86.67705214792971,25.088672744218243
CA/JP,2011-08-18,short,73.9435799428838,13.043654896282685
AU/JP,2011-08-18,short,73.35444085991749,17.77745607784508
CA/AU,2011-08-18,short,119.9025314214548,-7.907571947244952
AU/SW,2011-08-18,short,74.73322257316714,26.560187302503596
JP/SW,2011-08-18,short,206.38865479671026,23.332216785902624
CA/SW,2011-08-18,short,86.6170521479297,25.07130574421824
JP/SW,2011-08-19,short,206.17865479671025,23.308476306902623
AU/SW,2011-08-19,short,75.4091230018495,26.800402314857305
CA/SW,2011-08-19,short,86.64705214792971,25.079989244218243
AU/JP,2011-08-19,short,73.9279537388665,17.916446981409663
CA/JP,2011-08-19,short,73.97357994288382,13.048946899282688
CA/AU,2011-08-19,short,119.93253142145481,-7.9095504472449525
CA/JP,2011-08-22,short,73.5535799428838,12.974858857282685
AU/JP,2011-08-22,short,73.58119998256069,17.832411173893576
CA/AU,2011-08-22,short,119.5125314214548,-7.8818514472449515
AU/SW,2011-08-22,short,75.081308942861,26.683897198292794
JP/SW,2011-08-22,short,206.20865479671022,23.31186780390262
CA/SW,2011-08-22,short,86.2270521479297,24.95842024421824
CA/AU,2011-08-23,short,119.53253142145482,-7.883170447244953
CA/JP,2011-08-23,short,73.57357994288381,12.978386859282686
AU/JP,2011-08-23,short,73.6653578153887,17.852806833095226
JP/SW,2011-08-23,short,206.37865479671024,23.33108628690262
AU/SW,2011-08-23,short,74.99056489444462,26.651646763485612
CA/SW,2011-08-23,short,86.24705214792971,24.964209244218242
JP/SW,2011-08-24,short,205.07865479671023,23.18412141690262
AU/SW,2011-08-24,short,74.36322257316715,26.4286893025036
CA/SW,2011-08-24,short,85.79705214792969,24.833956744218238
AU/JP,2011-08-24,short,72.98444085991748,17.68778654084508
CA/JP,2011-08-24,short,73.1235799428838,12.899006814282684
CA/AU,2011-08-24,short,119.0825314214548,-7.853492947244952
CA/JP,2011-08-25,short,72.17357994288382,12.731426719282688
AU/JP,2011-08-25,short,73.17942289017769,17.735040455376843
CA/AU,2011-08-25,short,118.13253142145481,-7.790840447244952
AU/SW,2011-08-25,short,74.44273262547621,26.45694717509424
JP/SW,2011-08-25,short,204.20865479671022,23.08576800390262
CA/SW,2011-08-25,short,84.84705214792972,24.558979244218246
CA/JP,2011-08-26,short,73.62357994288381,12.987206864282687
AU/JP,2011-08-26,short,71.08126725297033,17.226552226884078
CA/AU,2011-08-26,short,119.5825314214548,-7.8864679472449515
AU/SW,2011-08-26,short,72.59967516445727,25.801924553448107
JP/SW,2011-08-26,short,204.72865479671026,23.144553951902623
CA/SW,2011-08-26,short,86.2970521479297,24.978681744218242
JP/SW,2011-08-29,short,205.45865479671025,23.22708037890262
AU/SW,2011-08-29,short,70.96502919429552,25.220971375652624
CA/SW,2011-08-29,short,85.9370521479297,24.87447974421824
AU/JP,2011-08-29,short,69.91321153804435,16.943473807566196
CA/JP,2011-08-29,short,73.26357994288381,12.923702828282686
CA/AU,2011-08-29,short,119.2225314214548,-7.862725947244952
CA/AU,2011-08-30,short,119.62253142145481,-7.8891059472449525
CA/JP,2011-08-30,short,73.6635799428838,12.994262868282684
AU/JP,2011-08-30,short,69.19942289017769,16.770487057376844
AU/SW,2011-08-30,short,70.56373713594336,25.078352178114265
JP/SW,2011-08-30,short,204.45865479671025,23.11403047890262
CA/SW,2011-08-30,short,86.33705214792971,24.990259744218243
JP/SW,2011-08-31,short,203.78865479671023,23.03828704590262
AU/SW,2011-08-31,short,72.84867065399013,25.890417550428086
CA/SW,2011-08-31,short,86.48705214792972,25.033677244218246
AU/JP,2011-08-31,short,71.42747860510367,17.31045658269473
CA/JP,2011-08-31,short,73.8135799428838,13.020722883282685
CA/AU,2011-08-31,short,119.77253142145481,-7.898998447244953
CA/AU,2011-09-01,short,119.3625314214548,-7.871958947244952
AU/JP,2011-09-01,short,73.15514720687786,17.72915724110156
CA/JP,2011-09-01,short,73.40357994288381,12.948398842282685
AU/SW,2011-09-01,short,74.18502919429552,26.365359375652623
JP/SW,2011-09-01,short,203.14865479671025,22.96593510990262
CA/SW,2011-09-01,short,86.0770521479297,24.915002744218242
JP/SW,2011-09-02,short,203.45865479671025,23.00098057890262
AU/SW,2011-09-02,short,75.43373713594336,26.809150178114265
CA/SW,2011-09-02,short,86.2070521479297,24.952631244218242
AU/JP,2011-09-02,short,74.06942289017768,17.950732044376842
CA/JP,2011-09-02,short,73.5335799428838,12.971330855282686
CA/AU,2011-09-02,short,119.4925314214548,-7.880532447244952
CA/JP,2011-09-06,short,72.0335799428838,12.706730705282686
JP/SW,2011-09-06,short,200.73865479671022,22.693484850902617
AU/SW,2011-09-06,short,64.54938327999152,22.94085081770898
CA/SW,2011-09-06,short,84.7070521479297,24.518456244218243
AU/JP,2011-09-06,short,62.96835798444883,15.260387854366966
CA/AU,2011-09-06,short,117.9925314214548,-7.7816074472449515
CA/JP,2011-09-07,short,72.5435799428838,12.796694756282683
CA/AU,2011-09-07,short,118.50253142145479,-7.815241947244951
AU/JP,2011-09-07,short,63.64005373680109,15.423173387119112
JP/SW,2011-09-07,short,201.16865479671026,22.74209630790262
AU/SW,2011-09-07,short,65.30138051052243,23.20811063343967
CA/SW,2011-09-07,short,85.21705214792969,24.66607574421824
JP/SW,2011-09-08,short,201.05865479671024,22.72966081890262
AU/SW,2011-09-08,short,62.921975345728164,22.362470037871784
CA/SW,2011-09-08,short,84.9770521479297,24.59660774421824
AU/JP,2011-09-08,short,61.25483014277822,14.84511421058531
CA/JP,2011-09-08,short,72.3035799428838,12.754358732282684
CA/AU,2011-09-08,short,118.2625314214548,-7.799413947244951
CA/AU,2011-09-09,short,118.4425314214548,-7.8112849472449515
CA/JP,2011-09-09,short,72.48357994288381,12.786110750282687
AU/JP,2011-09-09,short,60.39793294708613,14.637445089519613
JP/SW,2011-09-09,short,199.88865479671023,22.59739243590262
AU/SW,2011-09-09,short,61.77115177831845,21.953467342014374
CA/SW,2011-09-09,short,85.1570521479297,24.648708744218244
CA/JP,2011-09-12,short,72.65357994288381,12.816098767282686
CA/AU,2011-09-12,short,118.6125314214548,-7.822496447244952
AU/JP,2011-09-12,short,59.79550491602272,14.491446595948592
JP/SW,2011-09-12,short,199.39865479671025,22.541997984902622
AU/SW,2011-09-12,short,61.32362015521129,21.79441460316209
CA/SW,2011-09-12,short,85.3270521479297,24.697915244218244
JP/SW,2011-09-13,short,199.29865479671022,22.53069299490262
AU/SW,2011-09-13,short,62.4436201552113,22.19246260316209
CA/SW,2011-09-13,short,86.18705214792972,24.946842244218246
AU/JP,2011-09-13,short,61.008641520262195,14.785450373299689
CA/JP,2011-09-13,short,73.51357994288382,12.967802853282688
CA/AU,2011-09-13,short,119.47253142145482,-7.879213447244953
CA/JP,2011-09-14,short,73.85357994288381,13.027778887282686
CA/AU,2011-09-14,short,119.8125314214548,-7.901636447244952
AU/JP,2011-09-14,short,60.907853779183064,14.761024454170387
JP/SW,2011-09-14,short,198.95865479671022,22.492256028902617
AU/SW,2011-09-14,short,62.853407372131706,22.338100980055604
CA/SW,2011-09-14,short,86.52705214792971,25.045255244218243
JP/SW,2011-09-15,short,199.33865479671022,22.535214990902617
AU/SW,2011-09-15,short,63.57912300184948,22.596020314857302
CA/SW,2011-09-15,short,86.5170521479297,25.042360744218243
AU/JP,2011-09-15,short,62.088641520262186,15.047188481299687
CA/JP,2011-09-15,short,73.8435799428838,13.026014886282686
CA/AU,2011-09-15,short,119.8025314214548,-7.900976947244952
CA/AU,2011-09-16,short,119.4325314214548,-7.876575447244951
CA/JP,2011-09-16,short,73.4735799428838,12.960746849282685
AU/JP,2011-09-16,short,61.37483014277822,14.87419622258531
AU/SW,2011-09-16,short,62.81036865315864,22.322805019332577
JP/SW,2011-09-16,short,199.14865479671022,22.513735509902617
CA/SW,2011-09-16,short,86.1470521479297,24.935264244218242
JP/SW,2011-09-19,short,198.18865479671024,22.40520760590262
AU/SW,2011-09-19,short,61.93385092586563,22.01129061905264
CA/SW,2011-09-19,short,86.7770521479297,25.11761774421824
AU/JP,2011-09-19,short,60.435257117977834,14.646490606067633
CA/JP,2011-09-19,short,74.1035799428838,13.071878912282685
CA/AU,2011-09-19,short,120.06253142145479,-7.918123947244951
AU/JP,2011-09-20,short,59.59525711797784,14.442916522067636
CA/JP,2011-09-20,short,74.3235799428838,13.110686934282684
CA/AU,2011-09-20,short,120.28253142145479,-7.932632947244951
CA/SW,2011-09-20,short,86.9970521479297,25.18129674421824
JP/SW,2011-09-20,short,198.56865479671023,22.448166567902618
AU/SW,2011-09-20,short,61.09385092586563,21.712754619052642
JP/SW,2011-09-21,short,197.06865479671023,22.278591717902618
AU/SW,2011-09-21,short,60.42306515607301,21.474357356468342
CA/SW,2011-09-21,short,86.5770521479297,25.059727744218243
AU/JP,2011-09-21,short,58.969274939920034,14.291209678617108
CA/JP,2011-09-21,short,73.9035799428838,13.036598892282683
CA/AU,2011-09-21,short,119.8625314214548,-7.904933947244952
CA/AU,2011-09-22,short,120.20253142145481,-7.927356947244952
CA/JP,2011-09-22,short,74.24357994288381,13.096574926282686
AU/JP,2011-09-22,short,57.05481713462704,13.82724063805857
CA/SW,2011-09-22,short,86.91705214792971,25.158140744218244
AU/SW,2011-09-22,short,58.87367336647509,20.923703514445243
JP/SW,2011-09-22,short,194.82865479671023,22.025359941902618
JP/SW,2011-09-23,short,195.5286547967102,22.104494871902617
AU/SW,2011-09-23,short,58.97533778634334,20.95983504926642
CA/SW,2011-09-23,short,86.3770521479297,25.001837744218243
AU/JP,2011-09-23,short,57.04723256551206,13.8254025169751
CA/JP,2011-09-23,short,73.7035799428838,13.001318872282686
CA/AU,2011-09-23,short,119.6625314214548,-7.891743947244952
CA/JP,2011-09-26,short,74.11357994288382,13.073642913282688
AU/JP,2011-09-26,short,57.114321967614444,13.84166164028355
CA/AU,2011-09-26,short,120.07253142145483,-7.918783447244953
AU/SW,2011-09-26,short,58.97585491715975,20.96001883755857
JP/SW,2011-09-26,short,196.51865479671022,22.216414272902618
CA/SW,2011-09-26,short,86.78705214792973,25.120512244218247
JP/SW,2011-09-27,short,197.84865479671024,22.36677063990262
AU/SW,2011-09-27,short,60.32938327999151,21.44106281770898
CA/SW,2011-09-27,short,86.28705214792971,24.975787244218246
AU/JP,2011-09-27,short,58.74456933658217,14.236752253177617
CA/JP,2011-09-27,short,73.61357994288382,12.985442863282687
CA/AU,2011-09-27,short,119.57253142145481,-7.885808447244952
CA/JP,2011-09-28,short,74.0335799428838,13.059530905282685
AU/JP,2011-09-28,short,58.58793294708613,14.198791408519613
CA/AU,2011-09-28,short,119.9925314214548,-7.913507447244951
AU/SW,2011-09-28,short,60.209433362723544,21.398432617111943
JP/SW,2011-09-28,short,197.29865479671022,22.30459319490262
CA/SW,2011-09-28,short,86.70705214792972,25.097356244218247
CA/JP,2011-09-29,short,73.7035799428838,13.001318872282686
AU/JP,2011-09-29,short,58.33701599161492,14.13798165926947
CA/AU,2011-09-29,short,119.6625314214548,-7.891743947244952
AU/SW,2011-09-29,short,59.99197534572818,21.32114803787179
JP/SW,2011-09-29,short,197.19865479671023,22.29328820490262
CA/SW,2011-09-29,short,86.3770521479297,25.001837744218243
JP/SW,2011-09-30,short,197.49865479671024,22.32720317490262
AU/SW,2011-09-30,short,59.18119222056839,21.03299571519
CA/SW,2011-09-30,short,85.7570521479297,24.82237874421824
AU/JP,2011-09-30,short,57.463913187307014,13.926385107335168
CA/JP,2011-09-30,short,73.0835799428838,12.891950810282685
CA/AU,2011-09-30,short,119.0425314214548,-7.850854947244952
CA/JP,2011-10-03,short,73.8435799428838,13.026014886282686
AU/JP,2011-10-03,short,55.13192089281963,13.361226541566921
CA/AU,2011-10-03,short,119.8025314214548,-7.900976947244952
AU/SW,2011-10-03,short,54.98026630861309,19.53998664608109
CA/SW,2011-10-03,short,86.5170521479297,25.042360744218243
JP/SW,2011-10-03,short,195.97865479671023,22.15536732690262
JP/SW,2011-10-04,short,195.08865479671022,22.05475291590262
AU/SW,2011-10-04,short,56.72585491715974,20.16036883755857
CA/SW,2011-10-04,short,86.04705214792972,24.906319244218246
AU/JP,2011-10-04,short,54.770362907491375,13.27360292766682
CA/JP,2011-10-04,short,73.37357994288382,12.943106839282688
CA/AU,2011-10-04,short,119.33253142145482,-7.869980447244953
CA/AU,2011-10-05,short,119.6625314214548,-7.891743947244952
JP/SW,2011-10-05,short,195.98865479671025,22.156497825902623
AU/SW,2011-10-05,short,56.93289024131529,20.23394919176345
CA/SW,2011-10-05,short,86.3770521479297,25.001837744218243
AU/JP,2011-10-05,short,54.987232565512066,13.3261613109751
CA/JP,2011-10-05,short,73.7035799428838,13.001318872282686
CA/AU,2011-10-06,short,119.8325314214548,-7.902955447244952
CA/JP,2011-10-06,short,73.87357994288381,13.031306889282686
AU/JP,2011-10-06,short,55.4079537388665,13.428123129409666
JP/SW,2011-10-06,short,195.62865479671024,22.11579986190262
AU/SW,2011-10-06,short,56.889123001849484,20.218394314857303
CA/SW,2011-10-06,short,86.5470521479297,25.051044244218243
JP/SW,2011-10-07,short,196.84865479671024,22.25372073990262
AU/SW,2011-10-07,short,56.46938327999151,20.06921881770898
CA/SW,2011-10-07,short,86.18705214792972,24.946842244218246
AU/JP,2011-10-07,short,54.88835798444883,13.302199046366967
CA/JP,2011-10-07,short,73.51357994288382,12.967802853282688
CA/AU,2011-10-07,short,119.47253142145482,-7.879213447244953
AU/JP,2011-10-10,short,57.87793294708612,14.02672283751961
CA/JP,2011-10-10,short,73.7435799428838,13.008374876282684
CA/AU,2011-10-10,short,119.7025314214548,-7.894381947244951
CA/SW,2011-10-10,short,86.4170521479297,25.01341574421824
JP/SW,2011-10-10,short,198.06865479671023,22.391641617902618
AU/SW,2011-10-10,short,59.268609795313786,21.064063921254515
JP/SW,2011-10-11,short,197.18865479671024,22.29215770590262
AU/SW,2011-10-11,short,58.91327475097695,20.937777846497205
CA/SW,2011-10-11,short,86.47705214792971,25.030782744218243
AU/JP,2011-10-11,short,57.3889933419436,13.908228275319361
CA/JP,2011-10-11,short,73.80357994288381,13.018958882282687
CA/AU,2011-10-11,short,119.76253142145481,-7.898338947244953
CA/JP,2011-10-12,short,72.6835799428838,12.821390770282685
AU/JP,2011-10-12,short,58.917932947086115,14.278766941519608
CA/AU,2011-10-12,short,118.6425314214548,-7.824474947244952
AU/SW,2011-10-12,short,60.308609795313785,21.433679921254516
JP/SW,2011-10-12,short,198.83865479671024,22.47869004090262
CA/SW,2011-10-12,short,85.3570521479297,24.706598744218244
CA/JP,2011-10-13,short,73.43357994288381,12.953690845282686
AU/JP,2011-10-13,short,58.72514720687785,14.232045298101562
CA/AU,2011-10-13,short,119.3925314214548,-7.873937447244952
AU/SW,2011-10-13,short,59.53967223637415,21.16039951280737
JP/SW,2011-10-13,short,198.99865479671024,22.49677802490262
CA/SW,2011-10-13,short,86.1070521479297,24.923686244218242
JP/SW,2011-10-14,short,199.45865479671022,22.548780978902617
AU/SW,2011-10-14,short,60.54663588686506,21.518274394191838
CA/SW,2011-10-14,short,85.49705214792971,24.747121744218244
AU/JP,2011-10-14,short,59.263211538044345,14.362445242566196
CA/JP,2011-10-14,short,72.82357994288381,12.846086784282686
CA/AU,2011-10-14,short,118.7825314214548,-7.833707947244952
CA/JP,2011-10-17,short,73.5035799428838,12.966038852282685
AU/JP,2011-10-17,short,58.638098929721274,14.210949139427838
CA/AU,2011-10-17,short,119.4625314214548,-7.878553947244952
AU/SW,2011-10-17,short,58.97521257027874,20.959790547477063
CA/SW,2011-10-17,short,86.1770521479297,24.943947744218242
JP/SW,2011-10-17,short,198.82865479671023,22.477559541902618
JP/SW,2011-10-18,short,198.46865479671024,22.43686157790262
AU/SW,2011-10-18,short,59.493726473971755,21.144070388849556
CA/SW,2011-10-18,short,86.27705214792971,24.972892744218242
AU/JP,2011-10-18,short,58.46514720687785,14.169034272101563
CA/JP,2011-10-18,short,73.60357994288381,12.983678862282687
CA/AU,2011-10-18,short,119.5625314214548,-7.885148947244952
JP/SW,2011-10-19,short,198.9386547967102,22.489995030902616
AU/SW,2011-10-19,short,59.0912789289437,21.00104053134659
CA/SW,2011-10-19,short,86.2270521479297,24.95842024421824
AU/JP,2011-10-19,short,58.04514720687786,14.067247230101565
CA/JP,2011-10-19,short,73.5535799428838,12.974858857282685
CA/AU,2011-10-19,short,119.5125314214548,-7.8818514472449515
CA/AU,2011-10-20,short,119.40253142145481,-7.874596947244952
CA/JP,2011-10-20,short,73.4435799428838,12.955454846282684
AU/JP,2011-10-20,short,59.083211538044345,14.318822224566196
JP/SW,2011-10-20,short,199.17865479671025,22.517127006902623
AU/SW,2011-10-20,short,60.36663588686506,21.45430239419184
CA/SW,2011-10-20,short,86.11705214792971,24.926580744218246
JP/SW,2011-10-21,short,200.69865479671023,22.68896285490262
AU/SW,2011-10-21,short,61.24290840258433,21.765729646278466
CA/SW,2011-10-21,short,87.3870521479297,25.294182244218238
AU/JP,2011-10-21,short,60.355147206877845,14.62707596110156
CA/JP,2011-10-21,short,74.7135799428838,13.179482973282685
CA/AU,2011-10-21,short,120.67253142145479,-7.958353447244951
CA/JP,2011-10-24,short,74.79357994288381,13.193594981282686
CA/AU,2011-10-24,short,120.75253142145482,-7.963629447244953
AU/JP,2011-10-24,short,60.91514720687785,14.76279201710156
CA/SW,2011-10-24,short,87.4670521479297,25.31733824421824
AU/SW,2011-10-24,short,61.40158442513217,21.82212310469197
JP/SW,2011-10-24,short,201.30865479671024,22.75792329390262
JP/SW,2011-10-25,short,201.46865479671027,22.776011277902622
AU/SW,2011-10-25,short,61.67158442513217,21.918081104691968
CA/SW,2011-10-25,short,87.69705214792971,25.383911744218242
AU/JP,2011-10-25,short,61.18514720687784,14.82822654410156
CA/JP,2011-10-25,short,75.02357994288381,13.234167004282687
CA/AU,2011-10-25,short,120.98253142145481,-7.978797947244952
CA/AU,2011-10-26,short,120.5625314214548,-7.951098947244952
CA/JP,2011-10-26,short,74.60357994288381,13.160078962282686
AU/JP,2011-10-26,short,60.60747860510367,14.688228500694729
JP/SW,2011-10-26,short,200.88865479671023,22.71044233590262
AU/SW,2011-10-26,short,62.20677641353558,22.108288337370542
CA/SW,2011-10-26,short,87.27705214792971,25.262342744218245
CA/JP,2011-10-27,short,74.9635799428838,13.223582998282684
CA/AU,2011-10-27,short,120.92253142145479,-7.974840947244951
AU/JP,2011-10-27,short,63.61514720687784,15.41713728710156
JP/SW,2011-10-27,short,202.46865479671024,22.88906117790262
AU/SW,2011-10-27,short,64.49946759870203,22.923110784578697
CA/SW,2011-10-27,short,87.6370521479297,25.36654474421824
JP/SW,2011-10-28,short,202.48865479671022,22.89132217590262
AU/SW,2011-10-28,short,63.600695046477874,22.603687019518233
CA/SW,2011-10-28,short,87.9870521479297,25.467852244218243
AU/JP,2011-10-28,short,63.378971592513,15.359900103342678
CA/JP,2011-10-28,short,75.3135799428838,13.285323033282685
CA/AU,2011-10-28,short,121.2725314214548,-7.997923447244952
AU/JP,2011-10-31,short,61.79514720687784,14.97606010510156
CA/JP,2011-10-31,short,71.4235799428838,12.599126644282686
CA/AU,2011-10-31,short,117.3825314214548,-7.741377947244952
CA/SW,2011-10-31,short,84.0970521479297,24.34189174421824
JP/SW,2011-10-31,short,202.66865479671026,22.91167115790262
AU/SW,2011-10-31,short,62.585078440278274,22.242736877674893
JP/SW,2011-11-01,short,200.95865479671025,22.71835582890262
AU/SW,2011-11-01,short,61.49257391537897,21.854460769525684
CA/SW,2011-11-01,short,83.7170521479297,24.231900744218244
AU/JP,2011-11-01,short,60.055055900837,14.554348803073431
CA/JP,2011-11-01,short,71.04357994288381,12.532094606282687
CA/AU,2011-11-01,short,117.0025314214548,-7.716316947244952
JP/SW,2011-11-02,short,200.95865479671025,22.71835582890262
AU/SW,2011-11-02,short,61.92275847088797,22.007348360553582
CA/SW,2011-11-02,short,84.1070521479297,24.344786244218245
AU/JP,2011-11-02,short,60.30574709824943,14.615103839835452
CA/JP,2011-11-02,short,71.43357994288381,12.600890645282687
CA/AU,2011-11-02,short,117.3925314214548,-7.742037447244952
CA/AU,2011-11-03,short,117.3625314214548,-7.740058947244952
CA/JP,2011-11-03,short,71.40357994288381,12.595598642282686
AU/JP,2011-11-03,short,60.891041494911555,14.756949995395958
AU/SW,2011-11-03,short,62.639076594806475,22.261927821794217
CA/SW,2011-11-03,short,84.0770521479297,24.33610274421824
JP/SW,2011-11-03,short,201.71865479671024,22.80427375290262
JP/SW,2011-11-04,short,201.72865479671023,22.80540425190262
AU/SW,2011-11-04,short,61.33860979531378,21.799741921254512
CA/SW,2011-11-04,short,83.9070521479297,24.28689624421824
AU/JP,2011-11-04,short,59.947932947086116,14.528387544519608
CA/JP,2011-11-04,short,71.23357994288381,12.565610625282686
CA/AU,2011-11-04,short,117.1925314214548,-7.728847447244951
CA/AU,2011-11-07,short,117.35253142145481,-7.739399447244953
AU/JP,2011-11-07,short,57.94701599161491,14.043465120269467
CA/JP,2011-11-07,short,71.39357994288382,12.593834641282688
CA/SW,2011-11-07,short,84.06705214792972,24.333208244218245
JP/SW,2011-11-07,short,201.90865479671027,22.825753233902624
AU/SW,2011-11-07,short,59.61943336272354,21.188746617111942
JP/SW,2011-11-08,short,202.53865479671026,22.896974670902623
AU/SW,2011-11-08,short,60.10047309033634,21.35970813630553
CA/SW,2011-11-08,short,84.66705214792971,24.506878244218242
AU/JP,2011-11-08,short,58.72901413372398,14.232982448209414
CA/JP,2011-11-08,short,71.99357994288381,12.699674701282687
CA/AU,2011-11-08,short,117.95253142145481,-7.778969447244952
CA/JP,2011-11-09,short,71.75357994288382,12.657338677282688
AU/JP,2011-11-09,short,56.804569336582155,13.766593059177612
CA/AU,2011-11-09,short,117.71253142145481,-7.763141447244952
AU/SW,2011-11-09,short,58.389383279991506,20.75158681770898
JP/SW,2011-11-09,short,200.53865479671026,22.670874870902622
CA/SW,2011-11-09,short,84.42705214792971,24.437410244218245
CA/JP,2011-11-10,short,72.0735799428838,12.713786709282685
AU/JP,2011-11-10,short,56.6722985763249,13.73453722720219
CA/AU,2011-11-10,short,118.0325314214548,-7.784245447244952
AU/SW,2011-11-10,short,58.62340737213171,20.834758980055607
JP/SW,2011-11-10,short,200.40865479671024,22.65617838390262
CA/SW,2011-11-10,short,84.74705214792971,24.530034244218243
JP/SW,2011-11-11,short,201.96865479671024,22.83253622790262
AU/SW,2011-11-11,short,59.2428370300515,21.054904280480297
CA/SW,2011-11-11,short,85.52705214792971,24.755805244218244
AU/JP,2011-11-11,short,57.68105695114721,13.979009920216216
CA/JP,2011-11-11,short,72.85357994288381,12.851378787282687
CA/AU,2011-11-11,short,118.8125314214548,-7.835686447244952
CA/AU,2011-11-14,short,118.9225314214548,-7.842940947244952
AU/JP,2011-11-14,short,56.967953738866484,13.80618928540966
CA/JP,2011-11-14,short,72.96357994288381,12.870782798282686
AU/SW,2011-11-14,short,58.449123001849465,20.772818314857297
JP/SW,2011-11-14,short,200.27865479671024,22.641481896902622
CA/SW,2011-11-14,short,85.63705214792972,24.787644744218248
CA/AU,2011-11-15,short,119.06253142145479,-7.852173947244951
CA/JP,2011-11-15,short,73.1035799428838,12.895478812282684
AU/JP,2011-11-15,short,55.69027518503533,13.496543760120826
JP/SW,2011-11-15,short,199.67865479671022,22.57365195690262
AU/SW,2011-11-15,short,57.79283469260328,20.539573449751202
CA/SW,2011-11-15,short,85.7770521479297,24.828167744218238
JP/SW,2011-11-16,short,199.09865479671024,22.50808301490262
AU/SW,2011-11-16,short,57.74405304369331,20.5222364517286
CA/SW,2011-11-16,short,85.9370521479297,24.87447974421824
AU/JP,2011-11-16,short,55.35884824761192,13.416222408693567
CA/JP,2011-11-16,short,73.26357994288381,12.923702828282686
CA/AU,2011-11-16,short,119.2225314214548,-7.862725947244952
JP/SW,2011-11-17,short,198.91865479671023,22.48773403290262
AU/SW,2011-11-17,short,57.39160549866526,20.396976594225627
